fecha,producto,cantidad_vendida,monto_venta,clientes,tienda
2023-01-04,alfiler,3,679.98,369,26
2023-01-04,gemelos,4,747.4,326,20
2023-01-04,anillo,4,1335.81,352,9
2023-01-04,broche,4,2976.17,351,30
2023-01-04,reloj,4,2608.74,338,19
2023-01-04,collar,4,2861.84,355,9
2023-01-04,dije,4,2486.1,336,1
2023-01-04,alfiler,3,2708.88,390,23
2023-01-04,collar,3,696.53,331,5
2023-01-04,dije,3,883.41,372,4
2023-01-04,collar,3,969.17,368,39
2023-01-04,gemelos,3,1109.63,343,13
2023-01-04,gemelos,2,1578.74,399,13
2023-01-04,aros,3,2144.26,350,6
2023-01-04,gemelos,3,2903.23,405,5
2023-01-04,reloj,3,1165.98,355,27
2023-01-04,reloj,2,1236.82,370,5
2023-01-04,collar,1,419.28,371,1
2023-01-05,gemelos,3,1989.6,362,38
2023-01-05,reloj,4,1078.07,378,6
2023-01-05,dije,1,633.67,369,4
2023-01-05,dije,2,1237.56,374,26
2023-01-05,cadena,4,1524.01,385,3
2023-01-05,collar,4,3527.85,378,42
2023-01-05,aros,3,1838.06,355,14
2023-01-05,pulsera,3,1432.98,344,24
2023-01-05,aros,2,1751.41,380,29
2023-01-05,collar,3,2411.99,363,41
2023-01-05,cadena,2,1511.87,382,39
2023-01-05,anillo,2,1375.87,359,42
2023-01-05,reloj,2,1700.68,369,31
2023-01-05,broche,3,2003.86,360,19
2023-01-05,alfiler,3,1132.27,392,16
2023-01-05,gemelos,4,649.16,316,25
2023-01-05,broche,4,2336.12,381,40
2023-01-05,gemelos,1,224.69,367,30
2023-01-05,anillo,1,219.22,322,4
2023-01-05,cadena,1,268.93,326,35
2023-01-05,reloj,5,3903.69,335,27
2023-01-05,broche,3,422.58,359,39
2023-01-05,cadena,3,2349.86,376,18
2023-01-05,dije,3,660.78,329,15
2023-01-05,pulsera,3,2664.96,366,27
2023-01-05,dije,3,2277.96,356,16
2023-01-05,reloj,3,350.93,364,41
2023-01-05,aros,5,2040.81,363,18
2023-01-05,pulsera,3,2691.11,377,20
2023-01-06,broche,4,3846.8,342,34
2023-01-06,dije,4,1584.87,409,22
2023-01-06,reloj,2,1547.86,327,33
2023-01-06,collar,4,519.18,373,17
2023-01-06,anillo,3,1847.44,366,31
2023-01-06,broche,1,219.95,375,25
2023-01-06,pulsera,3,1098.84,338,23
2023-01-06,aros,3,461.21,345,33
2023-01-06,dije,3,1483.15,371,3
2023-01-06,reloj,3,1371.9,352,38
2023-01-06,dije,3,388.1,334,1
2023-01-06,gemelos,4,935.43,362,11
2023-01-06,broche,2,1477.27,346,27
2023-01-06,collar,3,795.09,395,28
2023-01-06,pulsera,3,486.78,361,18
2023-01-06,reloj,4,2010.76,341,15
2023-01-06,cadena,2,555.49,358,40
2023-01-06,anillo,2,1268.24,340,11
2023-01-06,reloj,3,1620.67,360,34
2023-01-07,collar,2,1205.59,378,17
2023-01-07,cadena,5,2083.45,383,9
2023-01-07,broche,3,2808.99,366,27
2023-01-07,dije,3,1930.61,377,13
2023-01-07,dije,1,386.35,381,6
2023-01-07,cadena,4,3871.93,359,21
2023-01-07,dije,6,5437.22,339,33
2023-01-07,cadena,4,2393.18,391,21
2023-01-07,gemelos,4,1812.12,349,19
2023-01-07,pulsera,2,437.3,350,8
2023-01-08,anillo,2,255.35,348,6
2023-01-08,anillo,2,1763.85,345,41
2023-01-08,reloj,3,1354.1,360,2
2023-01-08,pulsera,3,2579.25,387,28
2023-01-08,alfiler,4,2132.21,371,39
2023-01-08,aros,2,1857.05,369,28
2023-01-08,gemelos,2,381.22,341,25
2023-01-08,collar,3,1882.21,372,10
2023-01-08,collar,3,370.82,345,25
2023-01-08,pulsera,3,2772.05,344,3
2023-01-08,dije,5,2623.7,351,42
2023-01-08,aros,2,1959.83,377,16
2023-01-08,pulsera,5,4770.98,371,10
2023-01-08,broche,3,2658.89,360,24
2023-01-08,pulsera,3,2672.17,357,30
2023-01-08,broche,3,2721.46,378,6
2023-01-08,alfiler,3,2786.11,356,35
2023-01-08,alfiler,3,2757.06,341,16
2023-01-08,aros,4,2817.71,353,28
2023-01-08,reloj,3,2412.98,348,17
2023-01-08,cadena,4,2456.98,389,11
2023-01-08,aros,3,1095.77,343,17
2023-01-08,collar,4,3300.57,373,25
2023-01-08,cadena,4,545.5,358,2
2023-01-08,alfiler,5,1068.74,360,40
2023-01-08,reloj,2,1210.34,322,17
2023-01-08,cadena,2,1767.8,370,35
2023-01-08,alfiler,3,582.04,336,17
2023-01-09,gemelos,3,2127.09,358,15
2023-01-09,broche,3,1619.46,369,5
2023-01-09,anillo,3,1526.82,345,31
2023-01-09,reloj,3,2236.23,338,20
2023-01-09,gemelos,3,2982.82,327,20
2023-01-09,gemelos,2,1424.65,352,38
2023-01-09,dije,5,4567.15,378,27
2023-01-09,aros,5,4829.8,347,7
2023-01-09,aros,5,805.66,389,19
2023-01-09,reloj,3,1726.53,363,21
2023-01-09,collar,6,727.81,383,9
2023-01-09,pulsera,5,4001.66,377,16
2023-01-09,anillo,3,2819.95,385,33
2023-01-09,aros,2,1984.29,377,27
2023-01-09,cadena,2,1304.89,374,27
2023-01-09,pulsera,2,1192.24,351,42
2023-01-09,cadena,3,2466.64,364,3
2023-01-09,broche,3,2256.21,339,41
2023-01-09,alfiler,3,847.86,319,29
2023-01-09,gemelos,4,826.87,353,5
2023-01-09,dije,1,537.4,350,38
2023-01-09,pulsera,3,813.62,344,40
2023-01-10,dije,3,651.03,349,11
2023-01-10,alfiler,5,2633.81,355,25
2023-01-10,anillo,4,1382.39,332,42
2023-01-10,reloj,5,883.63,333,22
2023-01-10,aros,2,904.1,380,42
2023-01-10,aros,3,1991.53,406,7
2023-01-10,gemelos,5,761.58,352,23
2023-01-10,collar,3,2232.48,369,29
2023-01-10,pulsera,1,980.15,378,4
2023-01-10,anillo,5,894.55,416,40
2023-01-10,dije,3,493.0,359,26
2023-01-10,gemelos,2,883.54,336,5
2023-01-10,collar,2,1545.34,380,11
2023-01-10,gemelos,4,1206.38,377,24
2023-01-10,reloj,1,767.09,336,30
2023-01-10,gemelos,2,262.59,401,10
2023-01-10,cadena,3,1728.41,356,25
2023-01-10,aros,5,3571.25,372,25
2023-01-10,gemelos,3,1489.38,364,37
2023-01-10,dije,4,2396.51,345,15
2023-01-10,collar,3,1352.66,371,42
2023-01-10,dije,2,703.01,319,6
2023-01-10,collar,2,1664.2,369,13
2023-01-11,anillo,2,1861.82,375,1
2023-01-11,anillo,3,571.65,349,27
2023-01-11,broche,4,761.2,376,6
2023-01-11,pulsera,5,3942.51,355,18
2023-01-11,pulsera,4,1521.09,359,13
2023-01-11,pulsera,3,2821.92,362,12
2023-01-11,collar,4,829.57,319,14
2023-01-11,aros,2,920.69,371,33
2023-01-11,reloj,4,1364.53,347,3
2023-01-11,cadena,2,881.0,365,32
2023-01-11,cadena,3,1683.02,342,8
2023-01-11,cadena,4,3357.55,370,14
2023-01-11,collar,1,195.0,368,11
2023-01-11,broche,4,1118.25,355,27
2023-01-12,pulsera,2,1345.67,374,25
2023-01-12,alfiler,3,1071.63,334,29
2023-01-12,anillo,4,2021.29,332,28
2023-01-12,cadena,4,3351.45,379,33
2023-01-12,aros,4,1665.96,390,38
2023-01-12,aros,4,3229.88,347,32
2023-01-12,broche,5,3848.05,407,19
2023-01-12,collar,2,1725.36,360,25
2023-01-12,cadena,2,1914.1,351,38
2023-01-12,cadena,3,434.23,343,37
2023-01-12,alfiler,4,1347.95,366,39
2023-01-12,reloj,1,325.06,372,39
2023-01-12,gemelos,4,2037.03,356,25
2023-01-12,aros,3,1255.57,359,30
2023-01-13,reloj,2,558.59,357,8
2023-01-13,pulsera,1,174.9,349,38
2023-01-13,pulsera,3,1932.21,364,14
2023-01-13,pulsera,3,2635.69,354,21
2023-01-13,cadena,3,1262.36,388,24
2023-01-13,aros,6,4861.87,329,11
2023-01-13,aros,4,1671.55,342,5
2023-01-13,dije,4,2643.8,346,22
2023-01-13,pulsera,1,986.67,369,8
2023-01-13,reloj,3,1673.38,331,26
2023-01-13,pulsera,1,825.96,366,16
2023-01-14,reloj,1,799.27,349,17
2023-01-14,pulsera,4,870.45,405,10
2023-01-14,collar,2,1586.05,358,26
2023-01-14,reloj,3,2321.37,356,39
2023-01-14,broche,4,1547.53,375,2
2023-01-14,cadena,2,1458.52,349,14
2023-01-14,aros,6,4609.2,362,42
2023-01-14,broche,4,3300.97,383,16
2023-01-14,anillo,4,2196.56,353,15
2023-01-14,aros,2,1197.88,367,6
2023-01-14,pulsera,4,2660.19,403,3
2023-01-15,alfiler,3,680.47,329,23
2023-01-15,reloj,4,1080.81,362,25
2023-01-15,aros,3,2815.67,353,14
2023-01-15,cadena,4,498.59,338,9
2023-01-15,aros,3,744.86,346,35
2023-01-15,aros,3,2399.64,348,18
2023-01-15,alfiler,3,999.28,349,26
2023-01-15,aros,3,1309.76,356,6
2023-01-15,broche,2,1593.91,330,42
2023-01-15,anillo,5,1608.84,391,26
2023-01-15,pulsera,3,2777.33,376,16
2023-01-15,reloj,5,3464.58,366,36
2023-01-15,dije,4,2005.94,398,20
2023-01-15,aros,4,3914.25,360,28
2023-01-15,gemelos,4,923.47,369,11
2023-01-15,broche,3,1248.93,326,35
2023-01-15,collar,3,2887.27,395,33
2023-01-15,aros,2,1936.99,354,23
2023-01-15,cadena,5,990.15,378,17
2023-01-15,pulsera,3,1136.59,355,35
2023-01-15,anillo,3,1966.59,365,15
2023-01-15,alfiler,3,2726.08,352,19
2023-01-15,broche,3,1984.34,343,13
2023-01-15,dije,4,1527.07,390,33
2023-01-15,broche,3,2035.67,350,34
2023-01-15,gemelos,3,817.17,369,42
2023-01-15,alfiler,3,448.46,388,5
2023-01-16,reloj,4,3357.18,336,33
2023-01-16,collar,2,586.89,336,16
2023-01-16,aros,2,827.12,340,12
2023-01-16,dije,3,2757.37,359,2
2023-01-16,anillo,4,1571.2,347,29
2023-01-16,gemelos,5,2528.08,362,5
2023-01-16,cadena,3,1247.64,357,29
2023-01-16,alfiler,2,1910.06,403,8
2023-01-16,cadena,5,3891.55,364,19
2023-01-16,pulsera,4,653.71,370,1
2023-01-16,aros,2,1308.26,343,2
2023-01-16,pulsera,4,1194.47,362,12
2023-01-16,alfiler,3,1618.62,345,25
2023-01-16,reloj,3,2855.12,379,37
2023-01-16,anillo,2,1266.17,393,4
2023-01-16,alfiler,1,633.89,382,4
2023-01-16,anillo,5,4624.96,378,17
2023-01-16,cadena,3,1236.94,349,18
2023-01-16,aros,3,1572.75,359,36
2023-01-16,aros,3,315.93,348,15
2023-01-16,reloj,3,1445.31,343,9
2023-01-16,gemelos,3,765.09,393,39
2023-01-16,broche,2,577.3,322,14
2023-01-16,anillo,2,1422.93,387,4
2023-01-16,gemelos,3,1810.95,323,24
2023-01-16,dije,3,516.14,360,42
2023-01-16,reloj,2,391.99,356,24
2023-01-17,aros,2,1090.39,358,27
2023-01-17,reloj,3,2617.66,322,18
2023-01-17,collar,5,1079.08,382,28
2023-01-17,dije,1,540.72,403,26
2023-01-17,anillo,4,3906.92,366,2
2023-01-17,collar,3,2176.72,336,31
2023-01-17,broche,4,1479.86,367,8
2023-01-17,anillo,3,1996.63,376,40
2023-01-17,dije,3,1868.81,408,20
2023-01-17,pulsera,3,2053.16,349,12
2023-01-17,collar,1,362.32,351,39
2023-01-17,anillo,2,829.19,365,4
2023-01-17,gemelos,2,751.6,398,9
2023-01-17,anillo,3,1195.15,357,28
2023-01-17,dije,5,3553.76,339,2
2023-01-17,aros,3,640.37,380,37
2023-01-17,broche,4,1678.18,362,40
2023-01-17,collar,1,694.0,341,35
2023-01-17,cadena,3,356.57,351,6
2023-01-17,aros,3,2624.85,374,42
2023-01-17,anillo,2,938.42,375,21
2023-01-17,anillo,3,2594.31,380,42
2023-01-18,cadena,2,270.01,328,35
2023-01-18,alfiler,3,1260.01,369,35
2023-01-18,anillo,4,3089.94,347,7
2023-01-18,broche,2,422.85,369,42
2023-01-18,cadena,2,1866.55,369,29
2023-01-18,alfiler,4,1099.04,385,30
2023-01-18,dije,3,2303.49,369,14
2023-01-18,reloj,4,1390.86,384,20
2023-01-18,aros,2,935.58,411,1
2023-01-18,aros,3,2637.35,344,15
2023-01-18,pulsera,5,2104.41,362,19
2023-01-18,collar,4,2070.29,367,42
2023-01-18,aros,4,514.89,344,33
2023-01-18,gemelos,3,462.69,308,20
2023-01-18,anillo,1,369.69,350,30
2023-01-18,aros,5,1956.05,382,3
2023-01-18,dije,4,3938.0,363,24
2023-01-18,collar,3,1940.62,384,9
2023-01-18,dije,2,414.55,343,23
2023-01-18,dije,5,1250.28,346,41
2023-01-18,cadena,4,2292.19,342,7
2023-01-19,pulsera,5,3582.99,353,21
2023-01-19,gemelos,3,2676.22,368,36
2023-01-19,broche,3,1184.44,337,42
2023-01-19,cadena,3,2767.86,356,12
2023-01-19,broche,3,2847.88,332,1
2023-01-19,pulsera,3,2634.45,397,39
2023-01-19,pulsera,4,2198.19,344,31
2023-01-19,pulsera,2,380.33,376,13
2023-01-19,broche,1,503.04,407,17
2023-01-19,pulsera,4,3560.21,370,29
2023-01-19,broche,3,539.94,364,14
2023-01-19,broche,3,890.08,357,9
2023-01-19,collar,5,1623.17,366,27
2023-01-19,cadena,4,2060.93,339,38
2023-01-19,alfiler,3,1944.98,405,15
2023-01-19,pulsera,3,501.48,358,22
2023-01-19,anillo,2,292.91,354,35
2023-01-19,gemelos,3,726.78,350,5
2023-01-19,anillo,3,496.92,304,38
2023-01-19,dije,4,467.2,338,42
2023-01-19,alfiler,5,1075.97,320,23
2023-01-19,broche,3,2945.06,345,25
2023-01-19,pulsera,4,2318.77,370,16
2023-01-19,aros,4,3338.5,411,29
2023-01-20,broche,3,1059.49,320,31
2023-01-20,aros,4,3161.34,374,18
2023-01-20,aros,3,2218.92,352,39
2023-01-20,cadena,3,2085.76,349,8
2023-01-20,reloj,2,995.88,333,3
2023-01-20,pulsera,3,1091.25,319,16
2023-01-20,alfiler,3,978.1,362,6
2023-01-20,gemelos,2,1782.65,356,34
2023-01-20,collar,4,2017.53,346,10
2023-01-20,collar,4,851.94,339,38
2023-01-20,reloj,3,522.54,344,26
2023-01-20,anillo,4,1251.78,322,4
2023-01-20,aros,3,521.2,324,22
2023-01-20,collar,3,1758.12,341,4
2023-01-20,anillo,3,1824.72,359,1
2023-01-20,aros,3,1277.52,349,28
2023-01-20,gemelos,3,2841.91,317,12
2023-01-21,cadena,3,1043.42,365,42
2023-01-21,broche,4,2596.85,337,3
2023-01-21,anillo,3,1641.0,377,31
2023-01-21,aros,4,993.7,338,27
2023-01-21,broche,4,462.63,353,10
2023-01-21,alfiler,1,721.88,341,41
2023-01-21,dije,4,1645.77,367,25
2023-01-21,aros,2,1949.35,377,26
2023-01-21,broche,5,2930.76,345,10
2023-01-21,pulsera,3,2522.14,348,19
2023-01-21,reloj,5,2033.18,360,32
2023-01-21,dije,3,2736.6,375,30
2023-01-21,collar,3,1075.44,365,29
2023-01-21,cadena,5,4311.64,371,9
2023-01-21,reloj,4,1160.67,382,3
2023-01-21,reloj,5,2334.72,346,12
2023-01-21,anillo,1,476.88,372,22
2023-01-21,anillo,3,2727.41,374,5
2023-01-21,pulsera,4,2611.87,341,1
2023-01-21,aros,4,466.27,313,31
2023-01-21,broche,2,693.54,316,21
2023-01-21,aros,2,1438.54,358,28
2023-01-21,dije,3,1940.62,375,23
2023-01-21,cadena,4,2273.57,366,13
2023-01-21,gemelos,4,1700.91,380,10
2023-01-21,dije,2,800.42,384,40
2023-01-21,cadena,5,2456.39,361,19
2023-01-21,dije,2,1160.54,348,4
2023-01-21,gemelos,3,2673.94,372,8
2023-01-22,broche,3,1430.89,333,25
2023-01-22,collar,1,885.83,424,1
2023-01-22,broche,2,482.53,359,32
2023-01-22,collar,5,1215.03,334,42
2023-01-22,reloj,4,3226.16,368,1
2023-01-22,gemelos,2,1939.79,327,6
2023-01-22,anillo,4,1806.69,362,38
2023-01-22,anillo,4,3670.61,366,15
2023-01-22,dije,4,2061.77,376,41
2023-01-22,cadena,1,941.9,351,14
2023-01-22,collar,5,2189.87,383,13
2023-01-22,dije,3,1733.57,339,39
2023-01-22,collar,2,1223.56,344,6
2023-01-22,anillo,2,853.24,363,2
2023-01-22,collar,3,2088.0,381,18
2023-01-22,aros,4,1732.4,323,14
2023-01-22,aros,3,1017.19,377,26
2023-01-22,cadena,4,3332.26,341,27
2023-01-22,alfiler,2,1883.02,358,34
2023-01-23,reloj,3,1654.42,360,3
2023-01-23,gemelos,5,4168.58,348,38
2023-01-23,collar,3,1398.8,359,1
2023-01-23,pulsera,2,1665.79,357,5
2023-01-23,reloj,1,869.73,361,28
2023-01-23,alfiler,2,449.33,374,5
2023-01-23,gemelos,3,2666.35,356,36
2023-01-23,cadena,3,1145.55,376,15
2023-01-23,broche,3,1625.72,389,33
2023-01-23,anillo,1,511.97,348,38
2023-01-24,aros,5,2374.39,363,38
2023-01-24,dije,4,2875.67,358,22
2023-01-24,alfiler,4,2429.24,345,3
2023-01-24,cadena,1,234.43,368,2
2023-01-24,dije,1,270.04,346,2
2023-01-24,collar,3,487.97,362,7
2023-01-24,dije,2,1899.72,364,29
2023-01-24,dije,1,832.07,352,9
2023-01-24,gemelos,2,639.96,378,2
2023-01-24,cadena,2,1546.3,368,12
2023-01-24,alfiler,4,1930.99,342,7
2023-01-24,cadena,4,1644.99,375,29
2023-01-24,aros,2,632.6,380,36
2023-01-24,aros,4,2815.83,363,10
2023-01-24,dije,4,720.4,363,5
2023-01-24,collar,3,601.92,347,26
2023-01-24,anillo,5,2121.65,359,23
2023-01-24,broche,1,855.83,330,15
2023-01-24,pulsera,1,967.76,325,27
2023-01-24,anillo,2,1957.79,363,24
2023-01-24,collar,3,506.65,382,7
2023-01-24,reloj,3,1986.45,375,25
2023-01-24,gemelos,2,1216.09,363,32
2023-01-24,collar,4,2338.44,368,22
2023-01-25,collar,5,2650.06,339,37
2023-01-25,collar,4,3871.9,335,13
2023-01-25,collar,3,1770.19,353,25
2023-01-25,pulsera,4,2356.76,383,23
2023-01-25,dije,4,3283.28,380,19
2023-01-25,cadena,3,526.88,365,4
2023-01-25,cadena,2,1737.56,367,37
2023-01-25,aros,5,940.32,359,34
2023-01-25,alfiler,4,1450.67,342,31
2023-01-25,alfiler,5,918.41,331,37
2023-01-25,collar,4,496.98,349,11
2023-01-25,anillo,2,1938.45,356,1
2023-01-25,anillo,3,1979.42,366,6
2023-01-26,alfiler,2,1095.36,311,18
2023-01-26,alfiler,4,2237.61,406,39
2023-01-26,aros,3,1740.96,348,42
2023-01-26,pulsera,4,2306.0,354,41
2023-01-26,pulsera,4,1308.16,377,37
2023-01-26,anillo,2,1011.89,348,30
2023-01-26,cadena,2,1542.96,342,15
2023-01-26,dije,3,1501.07,349,23
2023-01-26,cadena,2,1986.03,355,29
2023-01-26,anillo,5,4529.03,361,6
2023-01-26,broche,5,4821.95,350,1
2023-01-27,alfiler,3,418.65,382,33
2023-01-27,anillo,4,3626.7,386,28
2023-01-27,alfiler,3,1776.55,374,19
2023-01-27,dije,5,4743.51,318,24
2023-01-27,reloj,4,3856.89,382,14
2023-01-27,pulsera,3,2776.69,346,33
2023-01-27,reloj,2,565.07,339,6
2023-01-27,collar,5,3085.96,359,38
2023-01-27,pulsera,2,1826.22,329,23
2023-01-27,dije,2,1914.24,354,41
2023-01-27,alfiler,5,4185.43,351,5
2023-01-27,collar,4,2302.26,349,16
2023-01-27,dije,4,3981.09,398,9
2023-01-27,dije,3,1755.34,356,34
2023-01-27,gemelos,4,799.48,379,13
2023-01-27,reloj,3,1145.88,372,7
2023-01-27,cadena,3,1740.41,352,16
2023-01-27,gemelos,4,2585.18,354,15
2023-01-27,gemelos,2,949.57,356,23
2023-01-27,pulsera,5,1623.38,362,18
2023-01-27,reloj,1,262.21,380,4
2023-01-27,reloj,4,1369.39,414,25
2023-01-27,reloj,3,1308.55,396,37
2023-01-27,anillo,5,1291.47,345,5
2023-01-27,collar,3,1306.12,342,32
2023-01-27,gemelos,5,1735.25,324,9
2023-01-27,broche,4,2485.64,362,10
2023-01-27,alfiler,3,2250.13,381,2
2023-01-27,reloj,4,628.77,372,23
2023-01-28,aros,2,689.17,384,4
2023-01-28,alfiler,3,1885.46,391,42
2023-01-28,gemelos,2,1179.83,391,24
2023-01-28,aros,1,699.76,361,20
2023-01-28,aros,4,3382.42,342,30
2023-01-28,aros,2,704.8,339,32
2023-01-28,cadena,4,1897.43,321,34
2023-01-28,dije,5,2160.72,377,31
2023-01-28,pulsera,4,3847.29,358,1
2023-01-28,broche,2,1609.26,361,6
2023-01-28,collar,4,3742.78,344,39
2023-01-28,anillo,2,1510.51,360,36
2023-01-28,dije,3,2672.04,371,17
2023-01-28,dije,4,3146.28,324,21
2023-01-28,gemelos,3,455.98,339,20
2023-01-28,reloj,3,2522.37,361,5
2023-01-28,pulsera,3,2327.75,332,30
2023-01-28,reloj,4,550.0,345,36
2023-01-29,pulsera,2,1972.0,379,19
2023-01-29,alfiler,1,390.34,354,40
2023-01-29,collar,2,245.7,352,9
2023-01-29,collar,1,834.09,373,16
2023-01-29,collar,3,1173.71,352,14
2023-01-29,dije,4,766.22,359,20
2023-01-29,gemelos,4,2724.5,345,16
2023-01-29,alfiler,5,3528.56,346,38
2023-01-29,broche,3,476.94,341,25
2023-01-29,broche,5,2246.39,352,24
2023-01-30,pulsera,4,1975.98,331,23
2023-01-30,gemelos,3,351.29,377,3
2023-01-30,anillo,3,1584.43,351,30
2023-01-30,aros,2,1850.53,357,17
2023-01-30,aros,3,1208.57,388,28
2023-01-30,reloj,3,915.12,355,36
2023-01-30,aros,2,1089.02,365,12
2023-01-30,dije,2,445.27,381,20
2023-01-30,alfiler,1,322.47,349,29
2023-01-30,pulsera,4,2255.48,354,5
2023-01-30,dije,4,3159.84,366,39
2023-01-30,collar,4,1972.33,370,34
2023-01-30,cadena,1,236.77,349,26
2023-01-30,aros,4,2995.14,379,42
2023-01-30,anillo,4,2192.13,328,29
2023-01-30,pulsera,3,1744.61,352,38
2023-01-30,anillo,2,602.2,390,21
2023-01-30,alfiler,2,550.15,359,31
2023-01-30,dije,2,508.36,381,22
2023-01-30,gemelos,4,3329.88,337,16
2023-01-30,collar,2,1182.49,333,42
2023-01-30,anillo,4,986.27,373,2
2023-01-30,broche,3,1456.87,366,22
2023-01-30,pulsera,1,924.47,353,14
2023-01-30,anillo,4,863.52,381,38
2023-01-30,alfiler,4,1191.54,369,12
2023-01-30,alfiler,1,673.46,319,8
2023-01-30,aros,4,986.89,363,27
2023-01-30,collar,4,2108.05,356,8
2023-01-31,broche,3,2083.05,379,3
2023-01-31,pulsera,2,768.81,363,36
2023-01-31,alfiler,4,519.5,364,22
2023-01-31,cadena,4,3685.03,371,40
2023-01-31,gemelos,3,2912.58,414,40
2023-01-31,dije,2,691.65,387,33
2023-01-31,aros,2,1517.81,361,11
2023-01-31,anillo,5,1990.1,341,27
2023-01-31,broche,3,2859.77,328,3
2023-01-31,anillo,4,1239.13,355,2
2023-01-31,aros,5,3533.47,361,19
2023-01-31,reloj,2,1161.59,335,39
2023-02-01,alfiler,4,3275.48,375,11
2023-02-01,broche,4,2431.12,378,22
2023-02-01,cadena,3,465.02,402,10
2023-02-01,cadena,2,1471.86,377,33
2023-02-01,pulsera,5,3998.94,399,1
2023-02-01,broche,4,1766.55,367,17
2023-02-01,aros,4,807.95,356,8
2023-02-01,reloj,3,2473.42,362,19
2023-02-01,broche,3,812.58,374,5
2023-02-01,dije,4,1223.71,395,18
2023-02-01,pulsera,4,955.08,354,12
2023-02-01,gemelos,2,1567.27,368,29
2023-02-01,cadena,3,599.6,402,12
2023-02-01,anillo,2,955.79,397,26
2023-02-01,collar,4,3406.86,341,32
2023-02-01,reloj,2,1597.63,370,23
2023-02-01,aros,4,1471.18,396,10
2023-02-01,aros,3,1807.67,398,6
2023-02-01,broche,2,708.05,389,39
2023-02-01,cadena,3,903.46,396,38
2023-02-01,gemelos,3,2031.66,381,18
2023-02-01,cadena,2,1231.9,388,17
2023-02-01,dije,2,753.17,381,1
2023-02-01,aros,4,2614.84,336,40
2023-02-02,anillo,3,947.79,363,15
2023-02-02,collar,4,3783.66,390,34
2023-02-02,broche,5,1021.64,381,11
2023-02-02,pulsera,5,1417.33,392,36
2023-02-02,anillo,3,1794.1,349,38
2023-02-02,gemelos,2,386.0,391,5
2023-02-02,dije,4,1745.1,399,39
