fecha,producto,cantidad_vendida,monto_venta,clientes,tienda
2022-01-17,broche,1,921.09,245,34
2022-01-17,broche,3,2534.72,185,25
2022-01-17,aros,1,966.18,184,28
2022-01-17,dije,2,1995.55,200,24
2022-01-17,reloj,1,770.45,216,9
2022-01-17,gemelos,1,981.06,188,36
2022-01-17,pulsera,3,1878.02,195,34
2022-01-17,anillo,3,2240.57,161,21
2022-01-17,cadena,3,2498.85,181,16
2022-01-17,dije,2,1870.56,216,13
2022-01-17,dije,2,1644.73,187,27
2022-01-17,reloj,2,1536.84,179,32
2022-01-17,gemelos,2,1455.89,175,29
2022-01-17,cadena,2,389.88,204,21
2022-01-17,reloj,3,1820.49,185,5
2022-01-17,gemelos,1,569.51,219,9
2022-01-17,reloj,2,247.99,143,15
2022-01-17,anillo,3,2457.79,200,34
2022-01-17,dije,3,2791.64,224,12
2022-01-18,cadena,1,317.69,198,1
2022-01-18,gemelos,1,714.31,201,17
2022-01-18,alfiler,2,488.48,215,16
2022-01-18,dije,2,984.44,225,4
2022-01-18,gemelos,1,365.44,210,21
2022-01-18,alfiler,2,235.7,213,29
2022-01-18,dije,2,387.84,201,36
2022-01-18,pulsera,1,350.8,167,20
2022-01-18,collar,1,975.09,206,10
2022-01-18,cadena,1,305.75,227,11
2022-01-18,aros,1,161.61,217,30
2022-01-18,alfiler,1,575.93,208,16
2022-01-18,dije,2,1324.24,185,24
2022-01-18,dije,2,1021.38,193,4
2022-01-18,anillo,2,1507.87,212,38
2022-01-18,reloj,2,218.75,216,37
2022-01-18,anillo,2,1784.64,184,28
2022-01-18,dije,1,726.15,184,25
2022-01-18,cadena,1,239.47,176,32
2022-01-18,broche,1,647.46,208,28
2022-01-18,cadena,2,1089.01,201,21
2022-01-18,pulsera,2,1653.26,173,33
2022-01-18,pulsera,2,1722.19,217,39
2022-01-19,reloj,1,671.77,187,17
2022-01-19,pulsera,2,1601.9,214,26
2022-01-19,reloj,1,761.11,183,5
2022-01-19,cadena,1,510.91,194,39
2022-01-19,anillo,1,528.99,185,30
2022-01-19,gemelos,1,335.45,226,32
2022-01-19,broche,2,1709.33,195,9
2022-01-19,broche,3,1034.89,193,8
2022-01-19,cadena,1,787.64,200,5
2022-01-19,anillo,1,548.7,207,26
2022-01-19,pulsera,2,1053.1,193,33
2022-01-19,anillo,1,949.21,191,26
2022-01-19,broche,2,724.38,184,29
2022-01-19,anillo,2,1846.08,171,9
2022-01-19,cadena,3,1225.18,186,19
2022-01-19,aros,1,379.02,246,24
2022-01-19,gemelos,1,980.32,186,3
2022-01-19,reloj,3,2090.68,194,21
2022-01-19,collar,1,696.46,214,17
2022-01-19,alfiler,1,806.17,231,11
2022-01-19,anillo,1,785.3,186,11
2022-01-19,alfiler,1,788.99,211,18
2022-01-19,aros,2,1989.85,168,26
2022-01-19,aros,1,522.17,216,27
2022-01-19,dije,2,1826.31,243,18
2022-01-19,collar,1,464.05,184,1
2022-01-19,dije,1,962.12,192,9
2022-01-19,pulsera,1,177.35,179,7
2022-01-19,cadena,1,569.16,239,2
2022-01-20,cadena,1,642.19,179,7
2022-01-20,cadena,1,241.49,224,2
2022-01-20,alfiler,2,1756.56,182,5
2022-01-20,broche,1,770.12,214,22
2022-01-20,cadena,1,854.37,201,36
2022-01-20,dije,2,1846.37,195,2
2022-01-20,pulsera,1,842.58,206,40
2022-01-20,cadena,4,3142.58,201,15
2022-01-20,broche,1,724.6,208,29
2022-01-20,alfiler,2,685.45,205,4
2022-01-20,aros,3,1028.19,199,13
2022-01-20,anillo,4,2315.22,231,19
2022-01-20,reloj,1,626.73,207,23
2022-01-20,broche,3,1594.09,183,38
2022-01-20,anillo,1,193.05,202,32
2022-01-20,gemelos,3,1925.64,202,35
2022-01-20,reloj,1,876.0,195,36
2022-01-20,alfiler,1,168.37,223,37
2022-01-20,alfiler,2,1952.32,215,27
2022-01-20,pulsera,1,486.38,184,20
2022-01-21,cadena,1,969.64,218,37
2022-01-21,gemelos,1,355.25,200,2
2022-01-21,broche,1,637.7,212,32
2022-01-21,collar,1,117.59,199,1
2022-01-21,dije,2,334.36,192,4
2022-01-21,alfiler,3,2283.49,191,25
2022-01-21,pulsera,1,146.88,217,39
2022-01-21,reloj,2,1959.35,194,19
2022-01-21,reloj,1,369.36,163,15
2022-01-21,broche,3,1414.07,205,30
2022-01-21,alfiler,3,2584.9,235,24
2022-01-21,cadena,1,384.66,180,7
2022-01-21,anillo,1,662.22,204,2
2022-01-21,broche,3,1086.93,190,20
2022-01-21,reloj,3,2944.42,213,10
2022-01-21,dije,1,631.47,174,31
2022-01-21,dije,2,237.75,183,37
2022-01-21,collar,1,206.74,198,26
2022-01-21,pulsera,1,142.33,212,4
2022-01-22,aros,3,432.38,192,32
2022-01-22,aros,1,419.93,200,6
2022-01-22,aros,2,1321.41,159,10
2022-01-22,aros,4,1427.62,205,24
2022-01-22,pulsera,1,489.75,215,33
2022-01-22,gemelos,1,339.85,182,12
2022-01-22,gemelos,2,1541.22,155,32
2022-01-22,pulsera,1,639.7,186,31
2022-01-22,cadena,4,2260.13,226,26
2022-01-22,dije,3,2968.96,177,32
2022-01-22,alfiler,1,363.58,180,11
2022-01-22,dije,2,569.54,221,8
2022-01-22,pulsera,3,2726.22,202,35
2022-01-22,alfiler,3,1500.85,192,21
2022-01-22,gemelos,1,332.9,196,38
2022-01-22,collar,3,2402.83,182,8
2022-01-22,reloj,1,164.42,221,19
2022-01-22,collar,5,4754.49,224,26
2022-01-22,aros,2,1950.4,207,29
2022-01-22,alfiler,1,372.73,168,38
2022-01-22,collar,1,743.2,189,16
2022-01-22,dije,2,1427.49,165,4
2022-01-22,gemelos,2,990.32,162,33
2022-01-22,cadena,1,125.66,200,29
2022-01-22,cadena,3,627.53,227,4
2022-01-22,gemelos,1,748.35,204,24
2022-01-22,gemelos,2,1575.93,204,17
2022-01-23,broche,1,427.09,224,20
2022-01-23,aros,1,678.39,223,25
2022-01-23,pulsera,2,1067.15,200,22
2022-01-23,alfiler,3,1478.42,231,23
2022-01-23,gemelos,2,703.7,218,29
2022-01-23,dije,1,135.2,182,17
2022-01-23,cadena,1,844.98,198,13
2022-01-23,pulsera,2,727.96,190,3
2022-01-23,dije,2,1502.09,219,24
2022-01-23,cadena,2,728.18,206,15
2022-01-23,cadena,1,687.2,176,30
2022-01-23,dije,2,1134.19,225,13
2022-01-23,pulsera,1,813.79,191,24
2022-01-23,dije,1,641.91,202,12
2022-01-23,alfiler,1,689.44,210,27
2022-01-23,broche,3,450.35,233,40
2022-01-23,collar,2,846.68,218,27
2022-01-23,anillo,1,588.36,192,28
2022-01-23,broche,1,179.32,213,1
2022-01-23,alfiler,2,1350.36,237,18
2022-01-23,dije,2,1172.11,220,24
2022-01-23,aros,2,1511.07,177,10
2022-01-23,reloj,1,705.8,212,12
2022-01-23,gemelos,1,781.8,180,1
2022-01-24,anillo,2,1086.8,213,13
2022-01-24,dije,1,296.54,210,11
2022-01-24,broche,5,1182.77,202,25
2022-01-24,gemelos,1,963.59,215,15
2022-01-24,collar,2,1791.26,252,27
2022-01-24,aros,1,690.16,197,20
2022-01-24,broche,1,173.59,195,15
2022-01-24,aros,2,725.63,143,16
2022-01-24,gemelos,3,2198.21,187,4
2022-01-24,reloj,1,886.62,164,1
2022-01-24,broche,1,156.14,182,5
2022-01-24,alfiler,2,243.04,173,24
2022-01-24,cadena,1,333.26,193,4
2022-01-24,gemelos,3,1039.03,234,19
2022-01-24,anillo,1,966.45,236,37
2022-01-24,collar,2,577.51,226,27
2022-01-24,reloj,1,955.89,183,25
2022-01-24,anillo,2,1779.83,203,14
2022-01-24,broche,1,661.73,207,28
2022-01-24,anillo,3,2508.22,194,19
2022-01-24,cadena,1,523.03,212,1
2022-01-24,pulsera,1,420.89,230,27
2022-01-24,collar,3,2094.2,208,2
2022-01-24,aros,1,480.57,219,29
2022-01-24,alfiler,1,741.78,159,25
2022-01-24,gemelos,1,134.22,221,28
2022-01-25,alfiler,2,902.39,167,15
2022-01-25,cadena,2,1488.89,188,31
2022-01-25,aros,2,1475.83,192,34
2022-01-25,collar,2,1314.25,205,16
2022-01-25,anillo,1,330.71,221,2
2022-01-25,pulsera,3,2637.63,226,24
2022-01-25,cadena,1,269.81,166,8
2022-01-25,broche,1,706.41,219,29
2022-01-25,alfiler,2,289.9,186,16
2022-01-25,dije,2,830.83,199,23
2022-01-25,collar,1,352.66,151,22
2022-01-25,cadena,2,1486.23,209,30
2022-01-25,gemelos,1,340.31,207,15
2022-01-25,anillo,1,886.36,198,11
2022-01-26,reloj,1,328.11,221,1
2022-01-26,anillo,4,1095.4,206,22
2022-01-26,reloj,1,810.45,201,27
2022-01-26,dije,1,375.01,208,31
2022-01-26,collar,1,395.3,180,34
2022-01-26,broche,1,599.43,171,26
2022-01-26,reloj,1,645.33,236,27
2022-01-26,cadena,1,614.18,209,1
2022-01-26,reloj,2,519.36,224,3
2022-01-26,cadena,1,717.55,183,1
2022-01-26,reloj,3,1065.44,203,33
2022-01-26,reloj,2,737.49,196,1
2022-01-26,gemelos,1,844.26,172,11
2022-01-27,collar,1,116.76,212,22
2022-01-27,anillo,2,1861.19,181,33
2022-01-27,reloj,1,254.43,173,35
2022-01-27,collar,3,2101.54,175,21
2022-01-27,gemelos,1,281.8,187,9
2022-01-27,anillo,2,1740.02,169,14
2022-01-27,aros,1,147.28,197,5
2022-01-27,gemelos,1,185.22,189,15
2022-01-27,pulsera,1,825.28,197,25
2022-01-27,broche,1,261.08,192,33
2022-01-27,aros,2,387.96,228,35
2022-01-27,reloj,2,481.29,205,39
2022-01-27,cadena,1,772.82,194,40
2022-01-27,alfiler,3,1666.33,240,30
2022-01-27,anillo,1,352.8,205,19
2022-01-27,aros,3,1357.98,209,6
2022-01-27,dije,2,1750.69,207,40
2022-01-27,pulsera,1,625.27,208,25
2022-01-27,collar,1,154.65,221,17
2022-01-27,gemelos,2,347.64,209,30
2022-01-27,dije,1,429.79,211,13
2022-01-27,reloj,2,626.8,197,36
2022-01-27,gemelos,1,579.2,196,15
2022-01-27,alfiler,3,1671.66,186,10
2022-01-28,cadena,1,653.9,161,27
2022-01-28,gemelos,1,354.76,192,31
2022-01-28,alfiler,1,713.85,192,34
2022-01-28,aros,2,675.08,215,38
2022-01-28,alfiler,1,375.25,244,25
2022-01-28,alfiler,2,925.17,191,1
2022-01-28,dije,1,660.78,247,40
2022-01-28,collar,2,431.16,201,24
2022-01-28,dije,1,784.34,222,32
2022-01-28,aros,2,1376.2,229,33
2022-01-28,broche,1,824.87,212,14
2022-01-28,collar,2,933.85,199,20
2022-01-29,anillo,1,583.6,228,3
2022-01-29,aros,1,891.61,223,2
2022-01-29,alfiler,1,782.6,176,30
2022-01-29,pulsera,2,1066.45,230,2
2022-01-29,cadena,2,1204.72,160,25
2022-01-29,anillo,2,986.82,190,5
2022-01-29,anillo,1,754.13,153,10
2022-01-29,broche,1,781.29,212,3
2022-01-29,anillo,3,2495.89,191,18
2022-01-29,reloj,1,959.58,214,36
2022-01-29,dije,2,1860.58,204,6
2022-01-29,aros,1,207.99,176,39
2022-01-29,aros,1,883.38,185,28
2022-01-29,pulsera,1,309.7,210,2
2022-01-29,aros,1,314.32,212,15
2022-01-29,aros,1,231.42,194,38
2022-01-29,broche,1,412.53,186,1
2022-01-29,collar,1,874.73,250,7
2022-01-29,alfiler,4,1778.04,226,31
2022-01-29,broche,1,228.9,210,16
2022-01-29,pulsera,3,1815.08,223,35
2022-01-29,collar,1,864.78,207,10
2022-01-29,collar,1,154.75,164,24
2022-01-29,gemelos,2,371.1,173,17
2022-01-29,alfiler,1,104.69,186,23
2022-01-29,cadena,1,487.34,206,40
2022-01-30,dije,2,1650.13,138,34
2022-01-30,broche,1,336.57,181,1
2022-01-30,anillo,1,397.52,198,32
2022-01-30,aros,2,1794.82,179,21
2022-01-30,dije,1,262.23,213,21
2022-01-30,cadena,1,160.26,207,2
2022-01-30,alfiler,1,976.7,176,16
2022-01-30,dije,1,132.63,216,18
2022-01-30,aros,2,395.76,196,6
2022-01-30,alfiler,2,1071.76,184,38
2022-01-30,cadena,3,1403.5,246,36
2022-01-30,alfiler,2,1609.13,207,23
2022-01-30,reloj,1,820.97,218,19
2022-01-30,aros,1,477.03,174,37
2022-01-31,pulsera,3,1788.57,212,5
2022-01-31,pulsera,1,474.72,213,10
2022-01-31,alfiler,3,821.38,190,35
2022-01-31,anillo,1,853.1,186,13
2022-01-31,alfiler,4,910.98,172,23
2022-01-31,collar,2,1404.22,221,29
2022-01-31,aros,1,268.58,205,2
2022-01-31,cadena,1,627.62,189,10
2022-01-31,dije,1,218.22,201,15
2022-01-31,alfiler,1,407.36,220,31
2022-01-31,gemelos,2,1115.62,226,19
2022-01-31,pulsera,5,1571.65,217,33
2022-01-31,gemelos,3,1234.73,193,1
2022-01-31,cadena,2,1216.65,162,33
2022-01-31,gemelos,1,575.97,196,40
2022-01-31,broche,2,1469.84,196,2
2022-01-31,dije,2,979.93,192,35
